Track id,danceability,energy,loudness,speechiness,acousticness,instrumentalness,liveness,valence
1xznGGDReH1oQq0xzbwXa3,0.7909999999999999,0.619,-5.886,0.0532,0.00784,0.004229999999999999,0.35100000000000003,0.371
5aAx2yezTd8zXrkmtKl66Z,0.6809999999999999,0.594,-7.028,0.282,0.165,3.49e-06,0.134,0.535
6b8Be6ljOzmkOmFslEb23P,0.818,0.8029999999999999,-4.282,0.0797,0.034,0.0,0.153,0.632
1vvNmPOiUuyCbgWmtc6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4kKJ5CjwCtksszPMntho4N,0.882,0.594,-7.898,0.0709,0.429,0.0,0.179,0.319
11hj8c8BCRd5ND3CRhZSv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6x8j5V85ZJHtvOSjSamcV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6fujklziTHa8uoM5OQSfI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0ban5QRXUveaKtQPGuaoQ9,0.787,0.826,-5.166,0.248,0.626,1.38e-06,0.209,0.813
5t9fmZx0pcNxLykKTv6eO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5knuzwU65gJK7IF5yJsuaW,0.72,0.763,-4.0680000000000005,0.0523,0.406,0.0,0.18,0.742
0hNduWmlWmEmuwEFcYvRu1,0.7829999999999999,0.467,-9.474,0.0503,0.7290000000000001,0.809,0.109,0.23600000000000002
58zsLZPvfflaiIbNWoA22O,0.602,0.7070000000000001,-4.0969999999999995,0.302,0.39299999999999996,0.0,0.165,0.5539999999999999
5GXAXm5YOmYT0kL5jHvYB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6PCUP3dWmTjcTtXY02oFdT,0.461,0.8340000000000001,-4.868,0.0989,0.0232,1.1400000000000001e-05,0.14,0.47100000000000003
4GCIYE1x1TWJCChPkpy9b,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2Vd1vVQaBilW0O6nmU5BkH,0.635,0.469,-8.851,0.0428,0.715,5.02e-06,0.133,0.281
2KiHXiqQA2dHiLfeSxtTeP,0.772,0.7829999999999999,-6.257000000000001,0.0353,0.336,0.0,0.163,0.71
7abpmGpF7PGep2rDU68GBR,0.8390000000000001,0.645,-6.084,0.081,0.0159,0.0228,0.0569,0.64
3NdDpSvN911VPGivFlV5d0,0.735,0.451,-8.374,0.0585,0.0631,1.3000000000000001e-05,0.325,0.0862
7syABtsvHvD3nO7OG91A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6NOBQsQ2TsAK8ieuFEB0O6,0.9620000000000001,0.723,-6.912000000000001,0.19399999999999998,0.0563,0.0,0.0749,0.565
00X2yv2vrtritPt2CZnUTZ,0.784,0.7,-7.649,0.10800000000000001,0.491,0.0,0.10800000000000001,0.769
28co1mTCrGIGOeGzqLjS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
78rIJddV4X0HkNAInEcYd,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2KklXplRtxMsBYo474Es0w,0.779,0.6659999999999999,-7.361000000000001,0.0482,0.19399999999999998,0.000556,0.0576,0.507
1MUxJxub6ovS0rzTHRgyoF,0.919,0.8759999999999999,-4.843999999999999,0.322,0.0804,0.0752,0.0596,0.45299999999999996
3ebXMykcMXOcLeJ9xZ17XH,0.584,0.54,-7.7860000000000005,0.0576,0.0895,0.0,0.261,0.195
0afhq8XCExXpqazXczTSv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00lNx0OcTJrS3MKHcB80HY,0.8759999999999999,0.669,-6.053999999999999,0.138,0.163,0.0,0.185,0.682
7hDc8b7IXETo14hHIHdnhd,0.809,0.46299999999999997,-11.377,0.0396,0.256,0.085,0.109,0.364
4ksAbWG96D1yaQ0onQNlb5,0.604,0.741,-9.86,0.633,0.397,1.1599999999999999e-05,0.121,0.34299999999999997
3rOSwuTsUlJp0Pu0MkN8r8,0.833,0.434,-8.795,0.431,0.0102,0.0219,0.165,0.281
0z18wqbjuXTxzaNm4oegU2,0.878,0.703,-6.816,0.268,0.21899999999999997,0.0,0.43799999999999994,0.578
6X3U6O4adFSanohAaUxViv,0.813,0.69,-6.197,0.179,0.17300000000000001,0.00185,0.213,0.184
33dLYyEIRqEipCuLb8z1l0,0.8059999999999999,0.8,-5.877000000000001,0.0757,0.0668,0.000264,0.0829,0.419
4hkaPHXpf0QyuEuitgvWMI,0.6970000000000001,0.529,-6.902,0.204,0.254,0.0,0.1,0.0706
3UJVVnKnkwPUBJOdpH8GB1,0.522,0.7120000000000001,-6.869,0.207,0.155,5.16e-06,0.17,0.46
7EnD0lx98FL3jCDVqjyaBw,0.691,0.753,-6.59,0.0856,0.124,0.0,0.11900000000000001,0.665
6JMdhGfyz9C4kA4mTc6y9C,0.763,0.754,-6.24,0.276,0.479,0.0,0.0516,0.359
3VdDQkNCQKPAL4nZlFKWlN,0.715,0.703,-6.687,0.165,0.36700000000000005,0.0,0.147,0.569
7KXjTSCq5nL1LoYtL7XAwS,0.9079999999999999,0.621,-6.638,0.102,0.00028199999999999997,5.39e-05,0.0958,0.42100000000000004
6SwRhMLwNqEi6alNPVG00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6HZILIRieu8S0iqY8kIKhj,0.638,0.523,-6.664,0.35700000000000004,0.00454,0.0,0.0842,0.42200000000000004
6RUKPb4LETWmmr3iAEQktW,0.617,0.635,-6.769,0.0317,0.0498,1.4400000000000001e-05,0.16399999999999998,0.446
1x5sYLZiu9r5E43kMlt9f8,0.7070000000000001,0.629,-4.581,0.0563,0.259,1.6e-05,0.138,0.457
57U26FwUclMqyZ5ylnPpw1,0.7440000000000001,0.604,-5.6339999999999995,0.15,0.752,0.0,0.0724,0.563
4HvYhaXDmmAW6ZmPcgPZ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1E3zyoTHtJzsu5CjwIFIhY,0.562,0.595,-9.896,0.33399999999999996,0.37,6.96e-06,0.13,0.426
2UZW9WOPXdxw9YMG1bebS8,0.777,0.5489999999999999,-8.202,0.0614,0.213,1.73e-06,0.0494,0.245
03aduXwm6cTqO9bb4XFQ2b,0.647,0.7,-9.007,0.0562,0.511,3.96e-05,0.08800000000000001,0.9490000000000001
6ATkHaUrIJUtwyhoGMmQgw,0.767,0.7340000000000001,-7.787000000000001,0.0467,0.0564,3.35e-06,0.0369,0.602
5urhEtesorARjZhjSaF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0fBxgiQe76HZFFqN2FUUpw,0.8340000000000001,0.594,-8.363,0.267,0.0892,6.0599999999999996e-05,0.0856,0.386
75UFzgBCaVwJJ4IVI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25VUrDOMnM5j3FHxfJrB9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5C5BOpcX0ToTheeDwwsbqL,0.6809999999999999,0.741,-6.273,0.33399999999999996,0.473,0.0,0.0512,0.359
0gn0krlJTSSZvnMxh2ITHY,0.778,0.815,-3.502,0.23800000000000002,0.0838,0.0,0.237,0.723
72Q0FQQo32KJloivv5xge2,0.599,0.667,-4.2669999999999995,0.0367,0.0533,0.0,0.134,0.8170000000000001
00cbRAOr6wTPE9WBMejhiM,0.753,0.718,-6.485,0.131,0.0565,1.25e-05,0.107,0.6509999999999999
4rrzxq356QDANDVd0SB1Dq,0.852,0.649,-6.515,0.24100000000000002,0.371,0.0,0.0793,0.6559999999999999
3nd9UtBDugmxTwhSOzJE8K,0.696,0.6679999999999999,-5.033,0.11,0.00449,0.0,0.102,0.52
2r0ECFc7nWPdRosmgo84pl,0.6970000000000001,0.782,-5.4639999999999995,0.11900000000000001,0.0669,0.0,0.0651,0.6940000000000001
5PUZLLiQzxBg6TijpzU3dH,0.762,0.715,-5.849,0.23399999999999999,0.564,0.0,0.32899999999999996,0.596
0P8n6AIBVc88gxbliu0lej,0.789,0.667,-7.301,0.0514,0.35600000000000004,0.0,0.163,0.731
0X6496L5nTxkASOzNj8VYJ,0.642,0.655,-6.904,0.266,0.0985,0.0,0.254,0.46299999999999997
6kex4EBAj0WHXDKZMEJaaF,0.696,0.8170000000000001,-3.862,0.109,0.075,0.0,0.187,0.782
4fwtP5khM1iEoa6BP1QQsX,0.7290000000000001,0.679,-5.456,0.0568,0.0822,0.0,0.1,0.75
3DXncPQOG4VBw3QHh3S817,0.609,0.6679999999999999,-4.284,0.0367,0.0552,0.0,0.16699999999999998,0.8109999999999999
4iLqG9SeJSnt0cSPICSjxv,0.774,0.626,-4.4319999999999995,0.0432,0.0969,3.12e-05,0.0848,0.777
3A7qX2QjDlPnazUsRk5y0M,0.5479999999999999,0.65,-5.827000000000001,0.0591,0.21899999999999997,0.0,0.225,0.557
1OAh8uOEOvTDqkKFsKksC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1NAeorrSNCibpdJMpXLFeG,0.691,0.768,-4.247,0.0924,0.14400000000000002,0.0,0.142,0.526
3B54sVLJ402zGa6Xm4YGN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1F2HXIJrE2Xn81OzT2zZvW,0.726,0.769,-5.043,0.12300000000000001,0.0293,0.0101,0.10400000000000001,0.733
49qQQcd8wONsOy3PwnZKHB,0.828,0.8009999999999999,-5.907,0.0924,0.28600000000000003,9.67e-06,0.36200000000000004,0.778
3ACvYZqgoP36dURFeovOR8,0.902,0.625,-5.292999999999999,0.397,0.594,0.0,0.085,0.486
5bcTCxgc7xVfSaMV3RuV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
08GhiNwYij4HNVkBZnJv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2Pu2Kcm1cwFg4dDSdmFip4,0.8009999999999999,0.625,-7.785,0.19699999999999998,0.149,0.0,0.122,0.34700000000000003
0CcQNd8CINkwQfe1RDtGV6,0.779,0.787,-4.305,0.10800000000000001,0.0524,0.0,0.14,0.708
0NiXXAI876aGImAd6rTj8w,0.7390000000000001,0.792,-4.256,0.0418,0.091,0.0,0.0516,0.547
3HVr6jTVwBHBa2flM0eURR,0.731,0.794,-5.126,0.0522,0.0323,2.59e-05,0.11199999999999999,0.35600000000000004
6xcXAVbDuVT1pCsa2rmDHY,0.812,0.8029999999999999,-5.386,0.141,0.11,0.0,0.0637,0.93
54G8osRu1htBw1PQEkYIdL,0.519,0.843,-6.432,0.18899999999999997,0.0158,6.42e-06,0.245,0.556
6jTEKtJvIoECSQMEZoLmjR,0.838,0.7440000000000001,-5.421,0.147,0.462,0.0,0.221,0.35100000000000003
0ofbQMrRDsUaVKq2mGLEAb,0.768,0.517,-4.323,0.0312,0.18600000000000003,3.8e-05,0.10400000000000001,0.418
3ldfGgw7IoLHbaqmspX3ME,0.633,0.6579999999999999,-6.167999999999999,0.16399999999999998,0.6,0.0,0.0926,0.512
35gJuqfvrdlCA2MmAtaD3J,0.779,0.7240000000000001,-7.574,0.312,0.47,0.0,0.14300000000000002,0.5589999999999999
4fuhLKAuSxRY5OO2hwARlY,0.703,0.669,-7.928,0.271,0.653,0.0,0.0861,0.37
3AqwdLkl62kRTE8TwXxeIM,0.73,0.748,-5.609,0.165,0.13,0.0,0.348,0.305
1Fv767CH5YFrjo6HwzHnpR,0.6459999999999999,0.735,-7.197,0.355,0.218,0.0,0.389,0.37
78DktVruMrKYyv6rjdKDMM,0.83,0.69,-6.52,0.289,0.203,0.0,0.128,0.267
4Ln4KAwk37peyCh2QpqYnP,0.8759999999999999,0.44299999999999995,-6.632000000000001,0.324,0.445,0.0,0.11800000000000001,0.273
3p4bezMTUHn0u1D8C1uJrz,0.721,0.68,-6.8629999999999995,0.335,0.225,0.0,0.373,0.32799999999999996
4HeTbgW1dDHxE8LrNL5HDP,0.7809999999999999,0.42,-9.725,0.304,0.317,0.0,0.111,0.603
0LMv3sc83AI7tJCkvSWPvO,0.747,0.626,-5.985,0.271,0.275,1.52e-05,0.107,0.5820000000000001
2nY6MRHWpW0AGXMoGDJOjX,0.795,0.667,-6.428999999999999,0.225,0.168,0.0,0.126,0.31
2r6C2IEw533mDs3sam5Zxx,0.725,0.691,-4.784,0.16399999999999998,0.14800000000000002,0.0,0.0725,0.385
05k8JclzlJZuO6dmfFmFW6,0.898,0.6729999999999999,-6.057,0.332,0.45,1.05e-05,0.0463,0.45
1gI6FedOWXQ7aSj4FfEiGK,0.9440000000000001,0.46399999999999997,-6.296,0.307,0.138,0.0,0.0891,0.115
0uBu60Wd7yzm2sFrj2hSr6,0.763,0.604,-7.561,0.07,0.391,0.0,0.272,0.331
60rndNMhEUgIR3G1uhlDwg,0.7879999999999999,0.723,-5.152,0.21600000000000003,0.213,0.0,0.0629,0.483
359buFCogBGX23Dgdqcrw,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3gO8sS8nMNuVwqMyJKRs3b,0.836,0.768,-5.362,0.10800000000000001,0.11800000000000001,0.0,0.145,0.639
57cqTftDWbUEPhGXbDigZu,0.8740000000000001,0.57,-6.896,0.11699999999999999,0.242,0.0,0.0806,0.51
6fowps7eXfuZUjSfrp2AlQ,0.805,0.662,-5.235,0.10400000000000001,0.113,0.0,0.193,0.319
7y4ELJ02ZssUMSkJiTfq2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4vEaXY95aExfle99vJgXzU,0.831,0.65,-7.145,0.121,0.377,0.0,0.159,0.28
37YNulvDhyzULfhHycmhEl,0.6779999999999999,0.8690000000000001,-6.354,0.29100000000000004,0.0895,3.22e-06,0.16399999999999998,0.457
2xLGWmTEfHH9kxDNEGgMN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1Zu1IfKUQsuhARjy6DmUG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1OmcAT5Y8eg5bUPv9qJT4R,0.58,0.531,-6.631,0.0776,0.128,0.000127,0.14300000000000002,0.141
7wGoVu4Dady5GV0Sv4UIsx,0.5770000000000001,0.522,-6.593999999999999,0.0984,0.13,9.03e-05,0.142,0.11900000000000001
1vVZLmZq8gN8pPCEBLjPvD,0.787,0.536,-6.84,0.0852,0.22699999999999998,0.0,0.105,0.305
0CokSRCu5hZgPxcZBaEzVE,0.731,0.794,-5.126,0.0522,0.0323,2.59e-05,0.11199999999999999,0.35600000000000004
1Tx2jZNOvlrj20ctkCg8vR,0.784,0.7909999999999999,-5.29,0.315,0.0892,0.0,0.226,0.193
36SHbxigbf4iSCHdQVgy6V,0.624,0.8,-6.061,0.436,0.396,0.0,0.0843,0.332
0IvTKTST66tq30ZeFWeq,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0b3dRQO5pgGtwSMufwmzA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0VhkA3NAwIFfVW4NFCbAOD,0.8220000000000001,0.735,-5.648,0.298,0.11800000000000001,0.0,0.0757,0.613
2ICdvchXmDh5mdLyyL2opB,0.8270000000000001,0.625,-5.996,0.26899999999999996,0.331,6.23e-06,0.109,0.5870000000000001
4cYFep5SECqb4EsSkF82e0,0.6940000000000001,0.759,-5.231,0.124,0.0756,0.0,0.255,0.777
3SgnYOV9ONL0bIHaAcOYE1,0.531,0.622,-7.751,0.447,0.602,0.0,0.11800000000000001,0.593
7gmYDrNYV5AaTEnZo0yhtM,0.631,0.7070000000000001,-4.601,0.147,0.0071,6.47e-06,0.33899999999999997,0.321
3qWNgvQTzSbA67Z4r0mX9O,0.6,0.667,-7.004,0.0685,0.17600000000000002,0.0,0.127,0.239
4s7OqcUEyLJ1RkbzBopRG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0tgVpDi06FyKpA1z0VMD4v,0.599,0.44799999999999995,-6.312,0.0232,0.163,0.0,0.106,0.168
1j4kHkkpqZRBwE0A4CN4Yv,0.258,0.43700000000000006,-6.593,0.039,0.10099999999999999,1.27e-06,0.106,0.0967
4eUxD9V0Df1prftDNBpQ9Z,0.759,0.547,-7.7170000000000005,0.35100000000000003,0.359,0.0,0.0996,0.249
5HrXDe1X7CmcrAImUTfBnv,0.7340000000000001,0.622,-9.741,0.358,0.261,0.0,0.11599999999999999,0.445
6f035MsUWVN5khFQN4nqTB,0.7829999999999999,0.7709999999999999,-7.499,0.301,0.503,0.0,0.0918,0.588
3IgVAAQBBW9aNbAlNeiWjS,0.669,0.46399999999999997,-9.555,0.0893,0.0151,0.000266,0.16699999999999998,0.0987
0iHAiKtIZxpmNIo8WT0dbH,0.772,0.597,-7.787000000000001,0.23800000000000002,0.5539999999999999,0.0,0.121,0.578
1fb6R2h4PCxAwnsJY0eH39,0.71,0.536,-6.443,0.284,0.0618,1.31e-06,0.106,0.265
4BZTIYMNweroGxdDZPCiJV,0.7140000000000001,0.667,-7.228,0.262,0.51,0.0,0.134,0.242
0rz1z1dAOnu3qDbn2mD5UM,0.948,0.516,-8.413,0.379,0.22899999999999998,1.72e-06,0.135,0.239
3kBOLktyP8cJv5PxqYk24z,0.843,0.752,-7.542000000000001,0.386,0.0834,0.0,0.0955,0.47700000000000004
2HdCh16tdPjle1rm80Y6q7,0.511,0.4,-10.797,0.0541,0.7440000000000001,0.0,0.0883,0.7390000000000001
43ZyHQITOjhciSUUNPVRH,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3kxw1ojLnfX1T5qq1wBaEu,0.542,0.675,-5.365,0.247,0.33899999999999997,0.0,0.0939,0.682
6xqAP7kpdgCy8lERQHh29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5SGoH6oXOUUWKpvuOzLEnM,0.871,0.633,-5.745,0.221,0.5720000000000001,2.7899999999999997e-05,0.0753,0.598
06IYJV7Ed3FfpJurK7OIFG,0.762,0.7290000000000001,-4.178999999999999,0.0432,0.32799999999999996,1.9e-05,0.111,0.45799999999999996
5uTod3SFov0HLe1QAPn960,0.46799999999999997,0.624,-6.528,0.106,0.645,0.0,0.128,0.285
1CYj9Yx8zrYvU93khXvmsA,0.777,0.779,-3.127,0.0927,0.677,0.0,0.11,0.371
1ywqGGNsfC9gditduk5hpZ,0.774,0.46,-7.58,0.0448,0.943,0.000782,0.147,0.467
08Dx3uIZwSJIzhkHbteMg9,0.752,0.861,-3.471,0.209,0.405,1.78e-06,0.0597,0.677
2OyrNLP00LCDYFC5MMtdHq,0.8809999999999999,0.763,-3.8369999999999997,0.217,0.285,0.0,0.078,0.564
61TEjsLb7OlStCTpQfcHnC,0.735,0.784,-2.963,0.278,0.28,0.0,0.078,0.904
0ZX9rBmszRFqk10d8JeV1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1zw40jMntljzbGsl0KJboE,0.445,0.20600000000000002,-13.364,0.0407,0.629,0.0,0.198,0.12300000000000001
1DssiNss5G9n0SuB7c4C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3IQe7wqTyXxkqeMR8is76T,0.67,0.659,-6.132000000000001,0.114,0.6659999999999999,2.48e-06,0.0999,0.213
0bYg9bo50gSsH3LtXe2SQ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2FRnf9qhLbvw8fu4IBXx78,0.735,0.478,-12.472000000000001,0.0293,0.18899999999999997,2.48e-06,0.355,0.9470000000000001
7inXu0Eaeg02VsM8kHNvzM,0.603,0.321,-11.489,0.0599,0.8809999999999999,0.0,0.34,0.8440000000000001
0iyrGs4yXc2lWQCqCgCx0C,0.61,0.318,-12.26,0.0303,0.165,0.00227,0.115,0.45299999999999996
0lLdorYw7lVrJydTINhWdI,0.35,0.23199999999999998,-11.042,0.0331,0.907,9.21e-06,0.292,0.381
2NF8A7C6tICScdRaZ0BrE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6A2s6o5DQGTs20XVqFsM8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2ogSMKrLQnICe1onHfr0rL,0.7809999999999999,0.768,-5.565,0.18600000000000003,0.368,0.0,0.0709,0.828
3GfUHAoOSGy3hhEaTU34WV,0.677,0.856,-7.1770000000000005,0.0506,0.498,2.64e-05,0.0659,0.9490000000000001
0bZXIae48CY5UZ6MKuNutR,0.8190000000000001,0.732,-4.212,0.349,0.51,0.0,0.113,0.451
1MpKZi1zTXpERKwxmOu1PH,0.588,0.682,-7.169,0.17300000000000001,0.0851,2.6899999999999997e-05,0.084,0.937
5hEM0JchdVzQ5PwvSfITeX,0.76,0.838,-3.8280000000000003,0.0529,0.547,1.3e-06,0.0664,0.745
0Szp49tpFasIjX04Mcsyd,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6m2LNopVJKsvBB9l7Z1rw,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
